TRA05,SEXEP,SUTOT,CHAFF,TAXES
5,1,6,306752.02,0
8,1,12,305142,0
9,1,7,174933,506
8,1,11,111965,0
6,1,12,259318,0
8,1,2,15435,0
5,1,6,64710,0
9,1,7,60667.91,393
8,1,2,210928,195
9,1,4,106368,0
9,1,20,916582,0
5,1,19,3212581,2502
9,1,15,572578,0
10,1,13,116027,0
7,1,2,1332583,1020
9,1,10,411078,0
9,1,13,568756,0
12,1,11,26009,1834
11,1,9,46918,0
5,2,16,112859,155
10,1,16,179441.67,1300
8,1,19,232043,0
5,1,5,367015,70
8,1,14,106218,169
9,1,13,50299,0
8,1,24,236146,61
8,1,14,125576,226
8,1,26,339188.55,0
4,1,20,78448,406
9,1,11,134569,0
8,1,9,124618,0
7,1,14,60061,2005
9,1,12,110361,0
7,1,15,146737,0
9,1,23,149323.87,0
7,1,19,140058,0
6,1,12,159942.12,241.36
8,1,1,734310,453
9,1,15,51274,1367
8,1,26,432348,0
10,1,20,217830,20
6,1,20,248913,44
10,2,15,412314,176
10,1,26,224656.89,4728
7,1,13,85534.48,0
5,1,20,212562.45,0
9,1,18,170278.14,855
9,1,13,285888.19,0
8,1,2,82112,0
9,1,21,264542,0
7,1,11,94288.35,0
6,2,7,625360,1280
9,1,30,158516,0
9,1,13,13905,0
9,1,16,52482,190
5,2,4,333006,412
9,1,27,21460,0
7,2,17,11538,235
7,1,15,140553,0
6,1,27,792609,0
9,2,14,110659,0
8,1,21,67445,2906
10,1,23,66927,5320
8,1,26,444674,0
7,1,21,818212,0
9,1,13,173635,2004
8,1,13,175607,0
5,2,13,26750,0
9,1,16,95329,0
9,1,18,67583,842
8,1,19,361674,98
7,1,20,238040.96,64
5,1,19,204656,0
5,1,27,449105,56
9,1,25,391621,45
9,1,19,221900.67,18
8,1,12,122097.03,139.59
6,1,24,266264.01,0
9,1,23,117911.83,0
8,1,16,104896,0
8,1,24,730815.33,1060
7,1,22,230248.09,52
5,1,19,291030.23,0
9,1,22,416549.24,0
9,1,27,868055.39,0
6,1,14,232899.87,156
4,1,24,288404.52,106
10,2,18,192285.19,0
7,1,26,809043.08,0
9,1,15,248850.78,0
10,1,25,835314.68,0
9,1,23,472063,0
8,1,1,182967,24
10,1,30,824725,0
8,1,14,315040.8,0
9,1,13,315600,911
8,1,13,263758,0
9,1,10,83316,1186
4,1,12,167592,0
9,2,19,354178,109
9,1,24,417652,0
7,1,5,406263,0
6,2,19,348687,0
9,1,15,199764,0
8,1,8,104128,0
8,1,7,59954,640
9,1,1,53881,0
6,1,10,44058.88,497
8,1,16,123779,121
9,1,11,125807,0
9,1,16,324946,0
9,1,15,430580,0
10,2,3,136683,2512
7,1,24,444203,0
12,1,26,115795.75,0
9,1,4,278462.07,0
5,1,1,364044,0
9,1,20,371145,26
9,1,1,88503,0
10,1,15,265730,0
9,2,7,816131,68
8,1,17,62661.21,0
11,1,2,127500.19,1059
11,1,11,108424,445
11,1,13,173660.92,0
9,1,9,498421,0
9,1,9,544617.71,3536
8,1,10,35584,1198
9,1,12,44933,874
9,1,21,50115.76,0
7,1,6,438443.87,0
11,2,3,39193.82,0
9,1,12,73824,600
8,2,1,233698.23,0
5,1,18,145914.42,32
9,1,14,287433,1040
4,1,15,136014.31,0
9,1,2,216667,0
8,1,26,434091,18
5,1,27,236283,0
7,1,12,73049.03,0
7,1,17,75541.19,0
9,1,21,224342.19,1301
5,1,12,177234,0
10,1,8,109323.94,496
7,1,23,461464.19,165
10,1,1,259413,77
9,1,18,104043,3882
9,1,19,261811,0
7,1,11,93662.1,144
10,1,2,54022,775
6,1,19,251690,14
9,1,7,115327.88,525.02
10,1,26,320779,0
9,1,10,227788.7,6568
5,1,27,295003,0
8,1,12,27744.25,136
7,1,18,263307.85,0
6,1,21,115838.3,0
9,1,24,268010.4,0
8,1,17,320395.54,0
8,1,7,420750,205
9,1,14,96671,0
9,2,27,82153,0
9,1,25,172343.26,0
9,1,15,56988.92,0
6,1,22,263461,0
9,2,2,293750,206
8,1,20,292499,281
8,1,18,67229,547
7,1,18,56139,405
9,1,17,28013.71,2168
6,1,9,26763.2,0
8,1,19,94193,2523
7,1,13,172439,1086
7,1,27,208389.25,0
5,1,23,264712,0
8,1,20,179160,0
8,1,15,99996,966
7,1,28,385159,0
7,1,26,183035,173
6,1,29,563220,113
8,1,2,353745,34
7,1,14,383896,0
10,1,28,836099,43
9,1,22,94195,0
10,1,23,224775,0
8,1,17,121990,400
10,1,26,420684.05,0
4,1,3,935433.61,268
9,2,2,558742.14,5591
9,2,1,110150,0
8,1,1,155985.74,0
9,1,1,141524.7,1163.65
9,1,18,180602,0
5,1,27,227541,0
6,2,13,129945,0
11,2,7,41023,228
9,1,1,143517.12,344.96
9,1,30,834670,0
7,1,13,241255,53
8,1,1,827130,984
8,1,21,78738,1036
7,1,14,115317,2883
9,1,1,170336.99,86
7,1,26,526337,674
8,1,14,236645,508
7,1,1,739839.73,215
8,1,10,149268,711
5,1,16,142253.87,0
8,1,19,225872,0
7,1,19,97616,18
9,2,19,272962,414
5,1,16,252580.18,363.67
9,1,15,67842,0
6,1,21,52140,0
9,1,28,475393.87,119
9,1,13,204804.7,27
5,1,26,176658,104
8,1,25,228901,0
7,1,15,12000,5.9
9,1,29,168171,0
8,1,27,127902,0
9,2,16,98353,0
9,1,18,72669,0
6,1,3,546762.24,285.92
9,1,5,157807,0
7,1,30,485770,0
7,2,1,133998.25,0
10,2,2,670487,0
8,1,5,634976,375
7,1,12,237124,825
9,1,28,150593,0
8,1,4,638609,1342
8,1,2,388507,262
9,1,1,112742,0
7,1,5,673376,0
7,1,25,162939.87,0
6,1,19,100793,0
7,1,18,202317.82,0
5,1,21,74150,0
9,1,26,127939,50
7,1,2,30015,503
11,1,22,123088,23
5,1,17,221706,0
7,1,11,160835.14,414
7,1,15,245751,1337
8,1,14,161580.59,13
9,1,17,391461.03,115
5,1,14,90464.64,0
9,1,21,265027,0
10,1,10,58174.99,92.56
7,1,11,142007,0
5,2,11,14623.61,0
6,1,26,500910.52,411
4,1,14,154204.71,0
13,2,15,52787.87,308.88
7,1,4,314901.48,0
8,1,13,386561.78,0
8,1,14,151634,0
8,1,14,135044,1198
11,2,12,270724,0
9,1,11,172593,0
7,1,3,72623,0
8,1,4,102918,61
9,2,4,139823,234
6,1,21,1145446,0
5,1,6,150797,0
7,1,15,2359306,0
5,1,15,139875,0
10,2,13,133023,0
7,1,11,91402,0
7,1,13,59537,0
10,1,27,314979.09,0
10,1,11,395388,0
8,1,20,683816,0
7,1,5,129086.63,0
9,1,11,122369,95
3,1,15,197216,0
9,1,9,218022.85,0
6,2,1,23386,339
7,1,14,170771,499
6,1,15,264475,0
6,1,23,676486,32
9,1,21,103339,73
8,1,20,357026,225
6,1,26,594401,1503
6,1,18,308044,32
9,1,2,64233,63
8,1,7,15053,1161
7,2,6,45410.84,0
10,1,11,32446,75
7,1,22,206886,0
7,1,10,172545,91
7,1,13,301513,0
9,2,13,79360.68,1090
7,1,17,79357.9,0
7,2,17,41156,1072
9,1,2,80644,1585
8,1,4,232944,0
10,1,13,115203,318
5,1,24,406267,347
9,1,4,56571,292
10,2,11,2609219,1701
7,1,8,65393,204
9,1,11,295183,957
9,1,1,622177,0
9,1,9,300730,20
7,1,15,230824,0
7,1,10,213213,410
7,1,6,843862,131
10,2,3,241679,200
9,1,11,730978,29
8,1,12,516806,0
9,1,14,157795,0
9,1,6,1152587,0
7,1,7,383447,431
10,2,4,354350,529
9,1,13,815751,173
12,1,15,80860,491
9,1,19,176994,0
11,1,13,47101,1605
8,1,20,78529,140
6,1,27,211691.64,4.32
10,2,11,226091,0
9,1,28,341206,0
8,1,19,218275.82,0
8,1,2,308125,0
7,1,15,176779.2,140
8,2,1,243036,48
7,1,24,214092,18
4,1,2,197196,0
5,1,15,80572.48,957
9,1,16,277989,1096
8,1,14,75017.84,408.36
7,1,14,58569.09,335
4,1,23,338457,0
9,1,19,128899,1596
8,2,19,599635,137
7,1,16,184499,18
8,1,12,45965,127
7,1,7,201491,0
8,1,12,2601950.94,0
9,1,9,15935.56,674
8,1,14,121126.81,123
12,0,1,481113,0
5,1,23,522137,111
7,1,20,493177,137
7,1,18,98886,539
9,1,13,76290,1516
8,1,26,89135.81,0
7,2,6,37541.19,0
7,1,16,101130.94,0
9,1,13,66790.54,352
7,1,28,385296.99,1107
9,1,17,148229.42,0
3,1,17,185656.21,0
8,1,12,83565.87,52
12,1,18,101789.12,0
10,1,21,195129.15,3773.04
9,1,20,194470.35,113
9,1,25,236423.01,0
8,1,22,210864.53,0
10,2,14,102851.29,0
6,1,14,130643.75,279
9,1,28,339376.83,0
10,1,26,321181,0
11,1,26,187784,687
8,1,20,150267,0
9,1,27,253401.47,0
7,1,15,110302.9,129
7,1,12,61362.45,151
9,1,14,363044,0
11,1,26,437099.99,2581
7,1,5,36311.03,0
10,1,10,183522,1014
11,1,11,603805,1689
8,1,12,210054.47,2725
7,2,14,159223,0
10,1,13,103736,638
10,1,29,2297814,685
10,1,7,33319,0
5,1,4,335493,0
3,1,27,716519,30
7,1,19,285882,0
6,1,21,243052,0
9,1,19,405635,0
5,1,26,609980,0
4,1,20,140885.99,48
6,1,15,76410.02,49
5,1,18,572711,224
7,1,15,109976.49,9.46
8,1,22,458698,0
9,1,26,473970,100
9,2,11,30427.14,8
6,1,22,421477,232
6,1,17,347461,12
10,1,18,193044,0
8,1,25,156622,0
8,1,17,580847,53
9,2,19,389282.38,82
10,1,25,346813,0
8,1,16,116518.71,377
10,2,15,113490.47,131
9,2,26,388149.31,0
8,1,19,154358,0
8,1,14,51678,483
10,1,24,526921,0
6,1,28,640812.49,0
5,1,19,210474.28,0
7,1,17,336878.7,493
8,1,18,279814.49,81
9,1,19,201901,0
9,1,13,73231,0
9,1,22,242502,0
11,2,22,244614,0
8,1,19,248832,0
9,1,6,60283,825
8,1,13,169536,458
7,1,11,99463,0
7,1,12,107959,189
5,1,7,83074,91
9,2,9,63636.95,2867
9,1,10,85208,0
6,1,12,173917,0
9,1,1,144710,0
8,1,1,1177387,0
7,1,11,14099,889
10,1,1,109082,0
8,1,6,252565,0
9,1,11,180771,627
10,1,12,65962.25,1099
5,1,6,150272,0
9,1,29,25160.98,1466
8,1,3,84357.08,2493
8,1,10,260024,0
8,1,6,141885,0
8,1,14,156134,0
10,1,13,95712.87,329
9,2,11,37034,1436
9,1,11,248088.34,97
9,1,4,27709.47,257
6,1,8,77766.85,3400
10,1,12,72264.68,1281
9,1,2,575289.72,256
8,1,12,183958.61,0
9,1,11,195995.27,0
6,1,4,58807,1457
9,1,28,124938.2,144
9,1,9,53364.57,0
7,1,20,177149.42,0
10,2,5,68952.4,1964
6,1,13,98150,1469
11,1,14,116821,570
10,1,27,581926,137
5,1,14,77381,72
9,1,13,153674,291
7,1,29,872394,376
9,1,22,257741.84,0
5,1,21,183033,150
8,1,3,46769.29,231
11,1,14,78329.75,431
6,1,26,93713.63,0
9,1,7,112568.61,0
8,1,9,155890.94,0
9,1,20,1084195.88,0
8,1,19,760957.23,0
8,1,7,109942,0
6,1,14,168861,0
7,1,14,96039.17,970
7,1,27,328075.96,200
7,1,11,419067.97,0
10,1,24,103016,4289
7,1,3,332264,729
8,1,3,172486,0
6,1,11,17031,1444
7,1,7,160245.81,0
9,1,5,128420.53,0
6,2,2,62322,1226
10,1,4,186884.92,0
6,1,25,379344,0
6,2,12,33429.77,616
7,1,21,79900.25,0
6,1,7,474976,0
7,1,19,173250,333
9,2,11,188962,1296
9,1,15,117905,241
9,1,17,153472,136
5,1,13,36832.92,0
9,1,4,170431,0
9,1,26,322674.63,0
10,1,17,72444,0
5,1,26,418073,0
10,1,19,210718.56,31
6,1,4,240976.17,0
7,1,27,367708,0
10,1,16,81958,0
8,1,16,84527.54,2173.89
9,1,27,336903,0
10,1,18,122574,2226
3,1,15,211582,303
7,2,25,154586.13,0
8,1,30,603628.66,574
7,1,20,205239,0
10,1,26,303723,0
8,1,20,255121,0
8,1,24,260407,0
9,1,18,191488,0
7,1,12,55100,0
8,1,16,149480,70
8,1,26,539161,71
6,1,2,1724125.97,0
9,1,25,301138.43,0
10,2,1,338636.53,15
5,1,2,695596.56,4058.72
3,2,1,404230.21,0
8,1,14,32512,136
7,1,20,174216,100
9,1,17,181828.89,0
10,1,20,153733,0
12,2,1,197866.45,0
9,2,1,13940,0
11,1,1,109929.03,1473.79
11,2,1,135909.33,0
6,1,17,244274.93,0
6,1,20,421360.79,150
9,1,22,1100998,233
9,1,28,406457.75,352
9,2,10,45423,972
7,1,27,429759.34,0
8,1,12,148898,929
8,1,9,66066,78
8,1,12,148370,826
7,1,9,99695,473
9,1,11,45867,0
7,1,18,138499,0
9,1,26,173799.51,1689
10,1,19,88846.1,1190
6,1,17,144838.77,0
10,1,2,463735,405
9,2,16,50278,0
6,1,29,331002,0
6,1,23,384870,298
6,1,19,620309,36
5,1,21,315229.4,246
9,1,14,289832,0
8,1,5,45246.15,57
9,1,2,161732,0
7,1,15,581896.25,354
8,1,6,172861.72,762
8,1,3,295793.64,0
9,1,22,260150,887
7,1,18,189223.69,1230.68
3,1,27,345167.08,0
7,2,7,70881,168
10,2,3,138631,0
2,1,8,89555,0
7,1,3,280173,2255
9,1,8,234099,0
8,2,4,299112,0
7,1,9,362474,28
9,1,12,86314.98,1521.68
8,1,28,378836.36,0
7,1,2,442318.85,10
7,1,15,390562,1841
9,1,11,282087,66
10,1,6,7742,292
6,1,11,230523,0
9,2,8,38297,1566
7,1,10,82367.9,393
9,1,7,65814.75,541
10,1,17,502364,0
9,1,14,220315,0
10,1,12,129347,302
5,1,21,102750,0
7,1,13,82665.54,578
8,1,24,186941,0
6,1,15,56945,1835
6,1,18,79895.42,0
9,1,13,147812,1580
8,1,2,937278,568
6,2,12,42441.96,1006
9,1,2,257412.59,0
6,1,4,91348,415
7,1,4,120895,2084
11,1,12,64687,1770
8,2,20,337637,637
5,1,20,151221,117
7,1,27,573943,45
7,1,12,85655,1050
9,1,12,764417,626
8,1,15,943335,0
9,1,11,355927,17
9,1,11,362435,0
8,2,14,191769,1831
7,1,20,386272,18
10,1,14,533231,0
7,1,9,329575,0
9,2,12,167756,17
8,1,14,462135,0
8,1,10,151724,0
8,1,14,359554,139
8,1,3,163852,0
9,1,1,223197,0
10,1,8,105505,249
7,1,13,163468,339
9,1,26,185240.82,0
8,1,3,43907,1085
5,2,23,175514.78,0
8,1,26,295955.75,0
5,1,15,151660.22,686
8,1,25,193561.94,688.5
10,1,6,209622.88,0
10,2,24,243764.79,0
4,1,17,287413,280
8,1,19,199676,0
10,1,28,382028,0
8,1,13,593619,0
7,1,23,94258,90
8,2,26,557710.16,265
7,1,15,225846.64,0
6,1,5,992409.95,2881.25
5,1,17,80986,0
9,1,18,78647,171
9,2,26,674631,53
6,1,24,69270,85
9,1,12,59418,0
8,1,12,48329,0
8,1,23,321459.32,971
7,1,12,371505.73,0
9,1,7,291902,0
9,1,24,147317,0
8,1,26,236238.18,166
5,1,23,138088,0
8,1,28,344785.45,0
6,1,28,426058,0
6,2,5,310900.06,677
8,1,13,149030,402
8,1,15,19409,18
8,1,1,583223,0
11,2,13,56335,410
8,1,10,21548,0
10,1,1,62221,108
5,1,17,103330,71
8,1,14,248780,643
5,1,26,350409,44
6,1,18,1026768,56
5,2,25,348737,56
10,1,9,62081,0
5,1,28,652180,1728
5,1,18,226809,15
6,1,12,129865,428
7,1,20,277786,48
6,1,10,161724,981
9,1,11,72741.21,657
9,1,13,178430.02,2105.98
6,1,26,199787.62,0
9,1,16,77804,220
8,2,22,329854,0
7,1,26,224604.45,11
7,1,12,34209,1211
7,1,6,48301,0
9,2,15,161084,0
7,1,15,243748,77
8,1,18,132605,776
9,1,18,364015,0
11,1,21,193105,3312
9,1,26,209660,0
9,1,14,200459.4,16
7,1,15,192987.77,110.16
9,2,17,398476.27,0
6,1,17,291465.44,0
10,1,26,542356.93,469
5,2,12,112656,0
8,1,27,472704,1368
12,2,14,124920,0
9,1,22,256754,0
7,1,1,271242,0
8,2,9,39981,1839
7,1,11,188193,0
5,1,10,62028.36,0
6,1,11,199379,157
9,1,9,89998,0
6,1,14,140240,0
9,1,11,272904,0
7,1,9,213787,0
7,1,19,161754,2525
8,1,7,177883,7663
6,1,11,310361,0
9,2,6,340913.2,8127
14,1,8,3657239.31,3338
9,1,4,1644148.77,5403.33
7,1,4,217550.35,0
5,1,11,500059.77,0
10,1,3,659834.25,332
8,1,30,319539,0
8,1,5,672662,161
9,1,10,28354,255
5,1,3,64224.25,682
9,1,19,105253.27,648
9,2,14,75174.86,1875.84
7,1,19,228511.43,94
6,1,15,266914,0
9,1,3,168417.22,0
10,1,8,536435.4,0
6,1,17,65145,1616
10,1,27,414672,0
5,1,6,465746.87,0
7,1,9,511102.36,0
8,2,16,235960,14
10,1,2,50301.89,0
8,1,17,210036,0
6,1,19,245736,376
5,1,26,183563.1,58
7,1,6,703758.15,0
9,1,12,83960,0
10,1,11,273210,0
10,1,28,700633,0
7,1,3,493766,0
6,1,28,197108.16,0
8,1,13,257706,0
9,1,11,178716,167
11,2,8,122257.03,731
9,1,18,407150,0
9,1,14,291709,25
8,1,12,117240,0
8,1,1,52481.65,0
6,1,16,172305.06,0
8,1,22,105650.44,936
4,1,24,119709.54,0
9,1,26,286148.01,0
6,1,21,261604,0
9,2,20,205712.33,0
9,1,15,99274.89,2265.22
9,1,15,92348.58,0
10,1,16,129275.56,0
7,1,21,90235.12,0
5,1,28,85912.51,0
4,1,27,430817,0
7,1,19,124108,67
10,1,20,317330,0
9,1,23,211691,1213
6,1,19,98273,2407
6,1,14,112391,261
8,1,1,123387.35,756.76
7,1,2,284513.49,80.13
10,1,21,204185.23,0
6,1,23,232552.22,1080
8,2,1,404791,35
8,1,26,286996,0
11,1,12,85015,233
7,1,11,60276,72
8,2,9,47434,0
8,1,15,90014,0
5,1,13,85671,0
9,1,18,217560,114
7,1,6,155371,196
8,1,16,168381,1143
9,2,12,514519.38,0
7,1,15,105765.93,522
8,1,14,62937.28,1321
8,1,28,705912,193
9,2,8,140053.53,0
9,1,13,139737.67,20
7,1,26,847446.44,183
8,1,27,266780,0
9,1,20,241225,0
6,1,14,51051,423
10,1,18,257330,0
6,1,13,135264,301
10,2,9,42345,551
9,1,18,154572,72
8,1,20,135620,1361
8,1,18,72644,0
7,1,21,111687.18,893
9,2,15,134271,0
4,1,21,74985.62,219
9,1,7,60948.79,556
4,1,13,89181,2221
5,1,24,787878,45
10,1,5,780971,0
9,1,27,786245.01,78
8,1,26,241658,0
7,1,14,279589.08,0
8,1,2,199585,0
5,1,3,154226,681
7,1,1,106350.69,0
9,1,15,2234503.99,51
8,1,13,89050.88,0
6,1,24,433516.86,139
8,1,11,305237.26,0
2,1,24,542899.66,0
6,1,2,63748.26,256
5,1,12,518340.76,256
9,2,1,29171,0
6,1,6,1833457,0
9,1,18,461902.01,0
8,1,21,526566.12,168
9,1,18,273916.8,0
6,1,19,76656.29,466
9,1,5,112070,0
8,1,11,721345,0
9,2,22,721412,7283
11,1,20,1778553,2900
10,1,10,486827,0
11,1,3,86603,696
8,2,2,99856,0
8,1,18,142209.3,1183
9,2,12,52495.12,112
8,1,6,58388,108
5,1,13,192881.24,0
4,1,19,103756.71,248
8,0,16,214006,0
9,1,4,50848.32,2078
4,1,11,300686,0
9,2,9,75419,334
8,1,5,154086,74
7,1,11,26845.27,135.4
9,1,4,72956,0
6,1,11,284128,0
8,1,12,156540,1171
8,1,13,95214.07,0
6,1,6,98083,0
7,1,3,71638,250
7,1,14,158101,24
9,1,13,162817.26,2096.88
6,1,13,60003.69,0
9,1,13,159741.54,0
7,1,13,108752.39,0
9,1,2,91269.65,0
9,1,11,58244,895
4,1,10,330483,0
5,1,15,212497,0
9,1,5,76979,1781
7,1,24,466891.29,0
10,2,1,201395,0
8,1,11,138414,119
9,1,8,819551,517
8,1,1,178192,0
6,1,11,63266,43
10,1,7,131320,0
9,2,7,247183,0
5,1,11,251551,1184
9,1,19,442935,0
9,1,13,338329,0
8,1,25,559892,385
9,1,17,359379,125
8,1,26,1910218,168
8,1,16,229452,1172
9,1,18,248320,0
7,2,20,348662,76
8,2,4,56217,0
9,1,19,83782,0
11,1,12,65388,0
7,2,11,102128.25,0
8,1,11,179901.95,0
9,1,11,48115.56,1276
7,1,17,249250,0
6,1,18,115464,232
6,1,16,101501.35,479
8,1,8,52619.94,1311
5,1,14,22570,0
9,1,17,80233,508
7,1,12,74855,576
10,1,22,145306,1610
9,1,19,77144,0
8,1,12,138622,0
5,2,16,1050768.32,0
5,1,20,148900,295
11,1,24,294488,0
11,1,23,179862,109
6,1,25,277788.59,581
6,1,21,90327.61,0
7,1,27,295235.44,0
7,1,21,196167.58,0
11,1,18,185594,0
8,1,11,101273.39,0
8,1,12,182445.96,177
9,1,2,85837.81,890
5,1,22,307336,0
6,1,8,52829.41,93.95
7,1,10,83403,21.33
2,1,17,218054,0
11,2,25,56676,0
9,1,13,95575,707
7,1,16,296204,123
7,1,25,528249,102
10,2,20,174794,3152
11,2,13,117078,0
6,1,19,258169.02,0
5,1,26,207229.31,0
9,1,16,181753.52,1089
8,2,27,212200.59,14
6,2,24,477040,0
7,1,30,390236.44,0
10,1,23,160223.06,0
8,1,16,225574,0
9,1,27,941500,0
7,1,1,113976,304
7,1,13,100085,0
8,2,10,77345,148
9,1,12,19911,0
5,1,23,68382,0
10,1,18,248528,0
5,1,26,336762,20
7,1,12,50482,0
7,1,21,319696,0
5,1,18,205411,139
6,1,28,814498,624
6,1,26,839700,73
10,1,15,83538,1534
7,1,17,468407,32
8,1,9,70209.19,304
9,1,17,61877,887
7,1,26,398079.76,0
6,1,17,250643.18,0
4,1,29,1588175.43,0
7,1,29,645544,26
8,1,15,385277,25
9,1,19,176879,0
9,1,10,144501,1521
5,1,15,165565,0
4,1,12,388562,0
7,1,10,230343,45
9,1,10,155656,398
8,1,7,89564,164
7,1,13,114203,0
6,1,11,56951,111
9,1,11,84498,788
10,1,9,80491,52
9,1,6,101003,105
8,1,4,63103,0
7,1,27,1023306,0
8,1,14,283616,0
7,1,27,440931,0
7,1,6,150238,0
8,2,6,202880,0
6,1,1,316834,0
6,1,18,85878.85,3982
9,2,9,355541,463
10,1,1,198011,0
6,1,1,55184,0
7,1,1,77552,0
8,2,3,400455,0
4,1,1,144909,0
10,1,17,168103.12,0
7,1,2,18530,1090
5,1,2,68074,0
10,1,15,48317.06,135.25
9,1,2,283742,171
8,1,1,87024,12
10,1,5,255453,1601
10,2,3,106213.9,0
8,1,9,34836.39,0
6,1,14,8212.35,68.87
7,1,3,408833,0
7,1,3,1483482,12
6,1,12,139053,644
8,1,11,149451,630
7,1,16,226407,347
6,1,18,166941,210
10,1,3,137438.52,0
9,1,3,162828.31,0
8,1,11,771767.54,6181
3,1,23,388185,0
5,1,7,254670.02,0
10,1,6,97330.74,0
8,2,10,285473.85,0
8,1,26,245274.55,0
8,1,13,124878.93,0
7,1,8,179301.26,0
8,1,21,64794,177
11,1,8,47349,3552
12,2,9,235743,2388
12,1,3,81024,0
10,1,5,220034.21,0
9,1,3,6239.44,0
10,1,20,185052.48,0
9,1,11,1544383.62,1390
8,1,15,474868,54
9,1,9,381334.3,1146.65
12,2,3,29589,402
5,1,26,534963,0
7,1,2,34338,0
11,1,3,55249,127
5,2,3,230099,0
10,1,7,143139,0
8,1,3,65293.39,944
10,1,18,110101.27,0
5,1,13,90834.11,230
8,1,19,413222.01,0
9,2,7,81267.93,0
7,1,16,123033,0
7,1,16,88971.95,0
10,1,23,51052.94,1429.65
7,2,19,102012.41,0
10,1,23,159507.91,0
8,1,15,54524.97,951
6,1,16,107659.87,0
8,1,19,304053.26,0
8,1,16,71122,888
5,1,25,74764.54,0
7,1,27,269146.22,0
6,1,18,87922.61,41
7,1,26,201198.34,0
8,1,19,65551.97,0
10,1,19,111481.87,0
6,1,4,1400501,0
9,1,3,268112,0
6,1,1,257318,0
9,1,1,99568,0
9,1,3,4743124,234
8,1,9,88602.14,666
9,1,15,90716.19,93.96
8,1,20,52441.21,0
10,1,25,422670,0
9,1,14,96084,384
9,1,20,204589,0
5,1,28,326447,0
10,2,26,316112.42,0
11,1,26,244414,0
12,1,14,76388,0
6,1,23,145456,212
8,1,23,137708,0
9,2,22,163719,0
8,1,14,76575,0
9,1,24,169576,238
9,1,13,82513,177
10,1,7,193445,418
8,1,22,83992,0
6,1,19,202561,0
4,2,18,226706,0
7,1,11,49670.66,75
9,1,11,37161.4,187
5,1,20,91596,0
8,1,12,54668,1368
9,1,21,125480,634
8,1,15,168754,1206
7,1,17,79740,514
11,2,25,411219,37
8,1,18,260775,0
8,1,26,186647,1086
9,1,19,77133,1122
10,2,19,207309.37,94
8,1,15,132052.35,1521
8,1,14,48780,1362
10,1,12,19932,832
7,1,14,56819,1080
7,1,11,171002,0
7,1,17,100043,15
9,1,27,267627,283
7,1,15,141070,0
5,2,7,123056,0
7,1,2,185445,1250
8,1,16,111868,0
9,2,27,255443,0
6,2,3,262179,40
5,1,28,239833,224
7,1,13,114302,0
9,1,18,82213,1991
7,1,17,91665.84,0
9,1,24,1032249.75,344
7,1,2,676652.15,0
4,1,11,143133.56,0
6,1,15,88924.46,1139
9,1,16,91526.99,2756
6,1,12,92502,253
9,1,11,6602.33,236
7,1,1,145665.83,0
11,2,26,1040706,60
10,2,11,88986.49,0
8,1,12,124925,131
9,2,2,202763,1537
8,1,18,123035.28,1620
7,1,7,373531.87,0
9,1,2,19843.06,0
9,1,7,95168,0
12,1,7,55127,911
8,1,8,190669,0
9,1,11,41222,341
8,1,5,321424,0
9,2,10,94852,1662
9,2,12,138946,1992
9,1,5,201010,746
8,1,13,331353,1397
7,1,18,157274,0
6,1,12,112907.77,0
6,1,18,167895.19,0
6,1,13,336525.61,0
6,1,25,261130,0
8,1,11,1507417,776
8,1,15,211813,0
8,1,12,168957,79
8,1,4,105004.41,647.88
9,1,8,58419.43,178.08
8,1,13,87826.04,600
5,1,13,218361,0
6,1,17,111425,240
9,1,2,130588,1412
6,1,20,393646,0
9,1,1,85751,71
6,1,14,426058,0
7,1,3,117250,1458
8,1,3,112485,0
7,1,15,384060,0
7,1,14,178667,0
9,2,11,161097,471
7,1,17,122397,1759
4,1,12,210438,576
7,1,10,110880.34,0
8,1,14,152710.2,0
10,1,6,54767,769
7,1,14,134213,0
7,1,13,174471.06,0
7,1,11,163250.33,37
10,1,1,1325396,0
9,1,23,1550658,202
8,1,12,169203,0
7,1,18,347503,0
8,1,18,259403,0
5,1,16,161139,0
9,1,11,73766,0
6,2,17,141472,1442
10,2,5,59479,792
6,1,15,1037473,37
9,1,11,198288,0
10,1,17,260841,26
5,2,11,207414,0
9,1,2,866474.13,0
7,1,15,62884.14,155
8,2,30,342175.6,0
8,1,26,419941.61,0
8,1,17,78066.42,2668
4,1,16,175961.64,0
5,1,14,248200,28
9,1,15,139980,0
9,1,26,362766.91,4778
11,1,20,90822.99,670.1
8,1,23,122909,0
7,1,12,166004.5,0
8,1,5,187565,0
7,1,13,823583,95
5,1,10,143012,614
6,1,9,213437.13,0
7,1,11,92595,0
8,1,20,88949,0
9,1,20,138730.09,0
4,1,21,264899.13,0
8,2,21,195648,0
10,2,12,98590,0
10,1,20,249475,7876
10,1,20,206726,0
8,1,20,134249.02,2280
10,2,10,49923.83,1386
6,2,28,329480.05,0
9,1,13,457611.2,915.01
8,1,17,59975.86,843.83
5,1,11,40318.57,250.54
5,1,20,502701.65,32
6,1,10,140092.21,0
9,1,22,654541.63,4156
8,1,9,67169,0
10,1,28,715538,870
10,1,17,257234,0
11,1,12,164518,0
9,1,13,121871,0
6,1,11,135392,0
4,1,22,192467,35
6,1,29,266484,0
9,1,28,601280,0
